0,0,move_right,-4.0677147,160,0.08416891,40,0.0,1.0,0,0
1,0,move_right,8.330012,201,1.6170893,40,0.0,0.9999990000003749,35,4
1,100,move_right_speed,3.4562936,206,0.8944273,594,534.0,0.9999740003347434,135,104
1,200,move_right,2.1645782,206,0.12978554,594,514.0,0.9999490012940959,235,204
1,300,move_right,10.008217,143,0.6927948,669,569.0,0.9999240028784168,335,304
1,400,move_right_speed,1.5998865,78,0.4539554,722,602.0,0.9998990050876901,435,404
1,500,move_right,2.7811086,78,0.2666006,722,582.0,0.9998740079219004,535,504
1,600,noop,2.8659163,78,0.3765459,722,562.0,0.9998490113810321,635,604
1,700,move_right_speed,2.7796419,78,0.31029487,722,542.0,0.9998240154650698,735,704
1,800,move_right_speed,2.8585184,78,0.17096639,722,522.0,0.9997990201739976,835,804
1,900,move_right_speed,2.7428007,78,0.01566124,722,502.0,0.9997740255078001,935,904
1,1000,move_right,2.5421062,78,0.19377851,722,482.0,0.9997490314664614,1035,1004
1,1100,move_right_jump,2.6253207,78,0.06620073,722,462.0,0.9997240380499665,1135,1104
1,1200,move_right,2.7082121,78,0.10722685,722,442.0,0.9996990452582987,1235,1204
1,1300,move_right_speed,2.3482957,78,0.14448953,722,422.0,0.9996740530914433,1335,1304
1,1400,move_right,2.5744374,78,0.05844021,722,402.0,0.9996490615493842,1435,1404
1,1500,move_right,2.4274046,78,0.27740765,722,382.0,0.9996240706321058,1535,1504
1,1600,move_right,2.3312306,78,0.056014776,722,362.0,0.9995990803395925,1635,1604
1,1700,noop,2.41217,78,0.15323067,722,342.0,0.9995740906718289,1735,1704
1,1800,noop,2.6396642,78,0.076805115,722,322.0,0.9995491016287994,1835,1804
1,1900,move_right_jump_speed,2.582631,78,0.15567136,722,302.0,0.9995241132104883,1935,1904
1,2000,move_right,2.1595175,78,0.10057783,722,282.0,0.99949912541688,2035,2004
2,0,move_right_jump,6.0098085,78,0.47673225,40,0.0,0.9994978760435977,2040,2009
2,100,move_right_jump_speed,2.308768,206,0.3058672,594,534.0,0.9994728889059106,2140,2109
2,200,move_right,2.338368,206,0.017730713,594,514.0,0.9994479023928938,2240,2209
2,300,move_right_speed,3.1853037,206,0.065868855,594,494.0,0.999422916504532,2340,2309
3,0,move_right_speed,6.7577314,119,0.2055459,40,0.0,0.9994066760120608,2405,2374
4,0,move_right_speed,5.7205973,91,0.8371773,40,0.0,0.9993816911543459,2505,2474
4,100,move_right_speed,1.9491614,78,0.15647149,722,662.0,0.9993567069212449,2605,2574
5,0,move_right_jump_speed,5.2388597,78,0.049572945,40,0.0,0.9993462137295984,2647,2616
5,100,move_right_speed,4.979843,206,0.0347147,594,534.0,0.9993212303834218,2747,2716
5,200,move_right_speed,2.08487,206,1.890512,594,514.0,0.9992962476618212,2847,2816
5,300,move_right_speed,4.4999876,78,0.17119503,722,622.0,0.9992712655647809,2947,2916
5,400,move_right_speed,2.5879314,78,0.20506334,722,602.0,0.9992462840922853,3047,3016
5,500,move_right_jump,1.981522,78,0.111628294,722,582.0,0.9992213032443188,3147,3116
5,600,noop,2.385725,78,0.061638832,722,562.0,0.9991963230208661,3247,3216
5,700,move_right,2.3322399,78,0.028976679,722,542.0,0.9991713434219112,3347,3316
5,800,move_right_jump,2.8940752,78,0.013954639,722,522.0,0.9991463644474382,3447,3416
5,900,move_right,2.4886065,78,0.32424164,722,502.0,0.999121386097432,3547,3516
5,1000,move_right_speed,2.6853876,78,0.14600158,722,482.0,0.9990964083718766,3647,3616
5,1100,move_right_speed,2.5655558,366,1.3419361,843,583.0,0.9990714312707567,3747,3716
5,1200,move_right_jump_speed,2.687312,302,0.32176924,898,618.0,0.9990464547940567,3847,3816
5,1300,move_right_speed,1.8501849,302,0.33452725,898,598.0,0.999021478941761,3947,3916
5,1400,move_right,1.9008505,302,0.1709745,898,578.0,0.9989965037138537,4047,4016
