Episode,Total Reward,Epsilon,Replay Buffer Size,Learn Step Counter,Times
470,1136.0,0.1,59520,237764,2025-04-02 02:33:34
471,5330.0,0.1,60032,239600,2025-04-02 02:34:08
472,287.0,0.1,60032,239736,2025-04-02 02:34:11
473,1174.0,0.1,60288,240680,2025-04-02 02:34:28
474,650.0,0.1,60352,240992,2025-04-02 02:34:34
475,1307.0,0.1,60480,241632,2025-04-02 02:34:46
476,1201.0,0.1,60736,242620,2025-04-02 02:35:04
477,672.0,0.1,60864,242956,2025-04-02 02:35:10
478,822.0,0.1,60928,243348,2025-04-02 02:35:17
479,1220.0,0.1,61056,243880,2025-04-02 02:35:27
480,738.0,0.1,61184,244228,2025-04-02 02:35:33
481,659.0,0.1,61248,244492,2025-04-02 02:35:38
482,243.0,0.1,61248,244624,2025-04-02 02:35:41
483,1037.0,0.1,61440,245312,2025-04-02 02:35:53
484,1041.0,0.1,61568,245924,2025-04-02 02:36:05
485,1184.0,0.1,61760,246688,2025-04-02 02:36:19
486,1377.0,0.1,61952,247348,2025-04-02 02:36:31
487,1945.0,0.1,62144,248232,2025-04-02 02:36:48
488,670.0,0.1,62208,248524,2025-04-02 02:36:53
489,960.0,0.1,62400,249204,2025-04-02 02:37:06
490,1170.0,0.1,62528,249724,2025-04-02 02:37:15
491,249.0,0.1,62592,249848,2025-04-02 02:37:18
492,223.0,0.1,62592,250020,2025-04-02 02:37:21
493,251.0,0.1,62656,250152,2025-04-02 02:37:23
494,1143.0,0.1,62784,250768,2025-04-02 02:37:35
495,1419.0,0.1,62976,251620,2025-04-02 02:37:50
496,961.0,0.1,63168,252268,2025-04-02 02:38:02
497,1132.0,0.1,63360,253036,2025-04-02 02:38:16
498,1552.0,0.1,63616,254044,2025-04-02 02:38:34
499,680.0,0.1,63680,254368,2025-04-02 02:38:40
500,1188.0,0.1,63872,255056,2025-04-02 02:38:53
501,1190.0,0.1,64000,255700,2025-04-02 02:39:05
502,1472.0,0.1,64256,256516,2025-04-02 02:39:20
503,956.0,0.1,64320,257004,2025-04-02 02:39:29
504,1132.0,0.1,64576,257844,2025-04-02 02:39:44
505,1094.0,0.1,64704,258416,2025-04-02 02:39:54
506,667.0,0.1,64768,258768,2025-04-02 02:40:01
507,656.0,0.1,64896,259148,2025-04-02 02:40:08
508,1086.0,0.1,65088,259992,2025-04-02 02:40:24
509,701.0,0.1,65152,260316,2025-04-02 02:40:30
510,1115.0,0.1,65344,260888,2025-04-02 02:40:40
511,721.0,0.1,65408,261196,2025-04-02 02:40:46
512,2106.0,0.1,65664,262352,2025-04-02 02:41:07
513,702.0,0.1,65792,262664,2025-04-02 02:41:13
514,1391.0,0.1,65920,263392,2025-04-02 02:41:27
515,1159.0,0.1,66112,264060,2025-04-02 02:41:39
516,707.0,0.1,66176,264352,2025-04-02 02:41:45
517,885.0,0.1,66304,264900,2025-04-02 02:41:55
518,234.0,0.1,66368,265044,2025-04-02 02:41:58
519,611.0,0.1,66432,265296,2025-04-02 02:42:02
520,1938.0,0.1,66624,266088,2025-04-02 02:42:17
521,709.0,0.1,66752,266492,2025-04-02 02:42:25
522,1639.0,0.1,66880,267224,2025-04-02 02:42:38
523,1140.0,0.1,67072,267880,2025-04-02 02:42:50
524,812.0,0.1,67200,268408,2025-04-02 02:43:00
525,244.0,0.1,67264,268536,2025-04-02 02:43:02
526,1418.0,0.1,67392,269248,2025-04-02 02:43:15
527,294.0,0.1,67584,269880,2025-04-02 02:43:27
528,1370.0,0.1,67776,270640,2025-04-02 02:43:41
529,620.0,0.1,67840,270932,2025-04-02 02:43:47
530,732.0,0.1,67968,271472,2025-04-02 02:43:57
531,279.0,0.1,68032,271616,2025-04-02 02:44:00
532,1425.0,0.1,68224,272376,2025-04-02 02:44:14
533,675.0,0.1,68288,272740,2025-04-02 02:44:21
534,245.0,0.1,68288,272848,2025-04-02 02:44:23
535,301.0,0.1,68352,272964,2025-04-02 02:44:25
536,1146.0,0.1,68480,273496,2025-04-02 02:44:35
537,274.0,0.1,68544,273652,2025-04-02 02:44:38
538,685.0,0.1,68608,273996,2025-04-02 02:44:44
539,251.0,0.1,68608,274112,2025-04-02 02:44:46
540,685.0,0.1,68672,274404,2025-04-02 02:44:51
541,1082.0,0.1,68928,275200,2025-04-02 02:45:06
542,249.0,0.1,68928,275336,2025-04-02 02:45:09
543,1444.0,0.1,69120,275992,2025-04-02 02:45:21
544,284.0,0.1,69120,276132,2025-04-02 02:45:23
545,293.0,0.1,69184,276260,2025-04-02 02:45:26
546,1831.0,0.1,69376,277220,2025-04-02 02:45:43
547,232.0,0.1,69440,277360,2025-04-02 02:45:46
548,1626.0,0.1,69632,278100,2025-04-02 02:46:00
549,1487.0,0.1,69824,278920,2025-04-02 02:46:15
550,300.0,0.1,69888,279040,2025-04-02 02:46:17
551,238.0,0.1,69888,279176,2025-04-02 02:46:20
552,1091.0,0.1,70016,279772,2025-04-02 02:46:31
553,295.0,0.1,70080,279892,2025-04-02 02:46:33
554,240.0,0.1,70080,280024,2025-04-02 02:46:36
555,660.0,0.1,70144,280284,2025-04-02 02:46:40
556,1484.0,0.1,70336,281000,2025-04-02 02:46:54
557,666.0,0.1,70464,281332,2025-04-02 02:47:00
558,1139.0,0.1,70592,281968,2025-04-02 02:47:12
559,1148.0,0.1,70720,282484,2025-04-02 02:47:21
560,671.0,0.1,70848,282868,2025-04-02 02:47:28
561,702.0,0.1,70912,283180,2025-04-02 02:47:34
562,751.0,0.1,70976,283504,2025-04-02 02:47:40
563,681.0,0.1,71104,283892,2025-04-02 02:47:48
564,215.0,0.1,71296,284864,2025-04-02 02:48:06
565,2045.0,0.1,71744,286692,2025-04-02 02:48:40
566,1190.0,0.1,71936,287336,2025-04-02 02:48:52
567,1109.0,0.1,72128,287984,2025-04-02 02:49:04
568,297.0,0.1,72128,288108,2025-04-02 02:49:06
569,786.0,0.1,72256,288660,2025-04-02 02:49:16
570,1086.0,0.1,72448,289340,2025-04-02 02:49:29
571,1374.0,0.1,72640,290076,2025-04-02 02:49:42
572,1132.0,0.1,72832,290836,2025-04-02 02:49:56
573,1516.0,0.1,72960,291540,2025-04-02 02:50:09
574,1107.0,0.1,73152,292232,2025-04-02 02:50:22
575,246.0,0.1,73216,292360,2025-04-02 02:50:24
576,1042.0,0.1,73344,292972,2025-04-02 02:50:35
577,299.0,0.1,73408,293104,2025-04-02 02:50:38
578,659.0,0.1,73472,293540,2025-04-02 02:50:46
579,245.0,0.1,73536,293660,2025-04-02 02:50:48
580,1148.0,0.1,73664,294188,2025-04-02 02:50:58
581,659.0,0.1,73728,294460,2025-04-02 02:51:03
582,1898.0,0.1,73984,295436,2025-04-02 02:51:21
583,297.0,0.1,73984,295556,2025-04-02 02:51:24
584,294.0,0.1,74048,295708,2025-04-02 02:51:26
585,1416.0,0.1,74240,296456,2025-04-02 02:51:40
586,291.0,0.1,74240,296608,2025-04-02 02:51:43
587,1138.0,0.1,74432,297268,2025-04-02 02:51:56
588,239.0,0.1,74432,297392,2025-04-02 02:51:58
589,1465.0,0.1,74624,298084,2025-04-02 02:52:11
590,914.0,0.1,74752,298664,2025-04-02 02:52:21
591,2537.0,0.1,75136,300256,2025-04-02 02:52:53
592,1493.0,0.1,75328,301020,2025-04-02 02:53:07
593,299.0,0.1,75392,301156,2025-04-02 02:53:10
594,244.0,0.1,75392,301276,2025-04-02 02:53:12
595,1256.0,0.1,75648,302068,2025-04-02 02:53:26
596,1466.0,0.1,75776,302804,2025-04-02 02:53:41
597,228.0,0.1,75840,302948,2025-04-02 02:53:44
598,680.0,0.1,75904,303304,2025-04-02 02:53:51
599,666.0,0.1,76032,303632,2025-04-02 02:53:58
600,236.0,0.1,76032,303760,2025-04-02 02:54:00
601,298.0,0.1,76096,303880,2025-04-02 02:54:03
602,230.0,0.1,76096,304020,2025-04-02 02:54:06
603,298.0,0.1,76160,304132,2025-04-02 02:54:08
604,689.0,0.1,76288,304696,2025-04-02 02:54:19
605,1479.0,0.1,76416,305388,2025-04-02 02:54:33
606,652.0,0.1,76544,305776,2025-04-02 02:54:41
607,243.0,0.1,76608,305904,2025-04-02 02:54:44
608,1099.0,0.1,76736,306568,2025-04-02 02:54:58
609,712.0,0.1,76864,307064,2025-04-02 02:55:07
610,233.0,0.1,76928,307204,2025-04-02 02:55:10
611,661.0,0.1,76992,307496,2025-04-02 02:55:15
612,1197.0,0.1,77120,308144,2025-04-02 02:55:27
613,250.0,0.1,77184,308280,2025-04-02 02:55:30
614,228.0,0.1,77184,308424,2025-04-02 02:55:33
615,240.0,0.1,77248,308572,2025-04-02 02:55:36
616,1130.0,0.1,77440,309436,2025-04-02 02:55:53
617,1397.0,0.1,77696,310436,2025-04-02 02:56:14
618,248.0,0.1,77760,310564,2025-04-02 02:56:16
619,1487.0,0.1,77952,311400,2025-04-02 02:56:33
620,251.0,0.1,77952,311524,2025-04-02 02:56:36
621,243.0,0.1,78016,311644,2025-04-02 02:56:38
622,298.0,0.1,78016,311760,2025-04-02 02:56:41
623,1093.0,0.1,78208,312376,2025-04-02 02:56:53
624,911.0,0.1,78336,313028,2025-04-02 02:57:06
625,1099.0,0.1,78528,313656,2025-04-02 02:57:19
626,1138.0,0.1,78720,314516,2025-04-02 02:57:36
627,635.0,0.1,78784,314860,2025-04-02 02:57:42
628,1416.0,0.1,79040,315712,2025-04-02 02:57:58
629,1389.0,0.1,79232,316452,2025-04-02 02:58:12
630,1188.0,0.1,79360,317136,2025-04-02 02:58:26
631,237.0,0.1,79424,317288,2025-04-02 02:58:29
632,247.0,0.1,79424,317404,2025-04-02 02:58:31
633,1436.0,0.1,79680,318208,2025-04-02 02:58:48
634,302.0,0.1,79680,318316,2025-04-02 02:58:50
635,249.0,0.1,79744,318456,2025-04-02 02:58:53
636,673.0,0.1,79808,318836,2025-04-02 02:59:01
637,297.0,0.1,79872,318964,2025-04-02 02:59:03
638,626.0,0.1,79936,319344,2025-04-02 02:59:11
639,324.0,0.1,80128,320024,2025-04-02 02:59:25
640,1237.0,0.1,80256,320680,2025-04-02 02:59:38
641,1539.0,0.1,80448,321444,2025-04-02 02:59:54
642,609.0,0.1,80576,321784,2025-04-02 03:00:01
643,288.0,0.1,80576,321908,2025-04-02 03:00:03
644,1155.0,0.1,80768,322632,2025-04-02 03:00:18
645,1097.0,0.1,80896,323188,2025-04-02 03:00:30
646,1089.0,0.1,81088,323828,2025-04-02 03:00:42
647,818.0,0.1,81152,324236,2025-04-02 03:00:49
648,295.0,0.1,81216,324356,2025-04-02 03:00:51
649,1480.0,0.1,81408,325288,2025-04-02 03:01:10
650,1186.0,0.1,81664,326220,2025-04-02 03:01:29
651,635.0,0.1,81728,326560,2025-04-02 03:01:36
652,1466.0,0.1,81984,327448,2025-04-02 03:01:53
653,1175.0,0.1,82176,328344,2025-04-02 03:02:11
654,690.0,0.1,82304,328888,2025-04-02 03:02:23
655,622.0,0.1,82368,329152,2025-04-02 03:02:28
656,632.0,0.1,82496,329560,2025-04-02 03:02:36
657,298.0,0.1,82496,329688,2025-04-02 03:02:39
658,251.0,0.1,82560,329808,2025-04-02 03:02:42
659,1039.0,0.1,82688,330476,2025-04-02 03:02:55
660,1538.0,0.1,82880,331128,2025-04-02 03:03:09
661,1143.0,0.1,83008,331740,2025-04-02 03:03:20
662,1417.0,0.1,83264,332552,2025-04-02 03:03:36
663,1574.0,0.1,83456,333344,2025-04-02 03:03:52
664,677.0,0.1,83520,333680,2025-04-02 03:03:59
665,298.0,0.1,83520,333800,2025-04-02 03:04:02
666,279.0,0.1,83584,333944,2025-04-02 03:04:05
667,699.0,0.1,83648,334308,2025-04-02 03:04:12
668,248.0,0.1,83712,334420,2025-04-02 03:04:14
669,687.0,0.1,83776,334768,2025-04-02 03:04:21
670,1382.0,0.1,84032,335704,2025-04-02 03:04:40
671,1472.0,0.1,84288,336624,2025-04-02 03:04:59
672,683.0,0.1,84352,337004,2025-04-02 03:05:07
673,239.0,0.1,84416,337136,2025-04-02 03:05:10
674,622.0,0.1,84480,337420,2025-04-02 03:05:16
675,664.0,0.1,84544,337724,2025-04-02 03:05:22
676,863.0,0.1,84672,338324,2025-04-02 03:05:34
677,812.0,0.1,84864,338952,2025-04-02 03:05:47
678,678.0,0.1,84928,339344,2025-04-02 03:05:54
679,682.0,0.1,85056,339696,2025-04-02 03:06:01
680,677.0,0.1,85120,340060,2025-04-02 03:06:08
681,288.0,0.1,85184,340216,2025-04-02 03:06:10
682,1036.0,0.1,85312,340964,2025-04-02 03:06:25
683,1627.0,0.1,85568,341824,2025-04-02 03:06:43
684,1090.0,0.1,85696,342484,2025-04-02 03:06:56
685,1533.0,0.1,85952,343376,2025-04-02 03:07:15
686,682.0,0.1,86016,343764,2025-04-02 03:07:23
687,252.0,0.1,86080,343880,2025-04-02 03:07:25
688,1948.0,0.1,86272,344792,2025-04-02 03:07:43
689,1416.0,0.1,86464,345536,2025-04-02 03:07:58
690,749.0,0.1,86592,345900,2025-04-02 03:08:06
691,1429.0,0.1,86784,346852,2025-04-02 03:08:25
692,627.0,0.1,86912,347220,2025-04-02 03:08:32
693,234.0,0.1,86912,347352,2025-04-02 03:08:34
694,688.0,0.1,87040,347684,2025-04-02 03:08:41
695,675.0,0.1,87104,348104,2025-04-02 03:08:48
696,301.0,0.1,87168,348224,2025-04-02 03:08:51
697,301.0,0.1,87168,348352,2025-04-02 03:08:53
698,1092.0,0.1,87360,348968,2025-04-02 03:09:06
699,296.0,0.1,87360,349108,2025-04-02 03:09:09
700,1883.0,0.1,87616,350084,2025-04-02 03:09:28
701,637.0,0.1,87680,350372,2025-04-02 03:09:34
702,1494.0,0.1,87872,351008,2025-04-02 03:09:47
703,1414.0,0.1,88064,351880,2025-04-02 03:10:05
704,1174.0,0.1,88320,352844,2025-04-02 03:10:25
705,1840.0,0.1,88512,353684,2025-04-02 03:10:42
706,670.0,0.1,88640,354036,2025-04-02 03:10:49
707,1484.0,0.1,88768,354752,2025-04-02 03:11:04
708,297.0,0.1,88832,354868,2025-04-02 03:11:06
709,293.0,0.1,88832,355016,2025-04-02 03:11:09
710,669.0,0.1,88960,355376,2025-04-02 03:11:16
711,1488.0,0.1,89152,356212,2025-04-02 03:11:33
712,673.0,0.1,89280,356628,2025-04-02 03:11:42
713,240.0,0.1,89280,356768,2025-04-02 03:11:45
714,1087.0,0.1,89472,357440,2025-04-02 03:11:58
715,659.0,0.1,89536,357856,2025-04-02 03:12:07
716,249.0,0.1,89600,357976,2025-04-02 03:12:09
717,668.0,0.1,89664,358272,2025-04-02 03:12:15
718,706.0,0.1,89728,358568,2025-04-02 03:12:21
719,660.0,0.1,89856,358972,2025-04-02 03:12:30
720,2888.0,0.1,90176,360404,2025-04-02 03:12:59
721,240.0,0.1,90240,360528,2025-04-02 03:13:02
722,299.0,0.1,90240,360640,2025-04-02 03:13:04
723,729.0,0.1,90368,361036,2025-04-02 03:13:12
724,1405.0,0.1,90560,361908,2025-04-02 03:13:28
725,1086.0,0.1,90752,362636,2025-04-02 03:13:41
726,1042.0,0.1,90944,363276,2025-04-02 03:13:54
727,626.0,0.1,91008,363568,2025-04-02 03:14:00
728,230.0,0.1,91008,363720,2025-04-02 03:14:03
729,1087.0,0.1,91200,364416,2025-04-02 03:14:17
730,287.0,0.1,91264,364564,2025-04-02 03:14:20
731,910.0,0.1,91392,365232,2025-04-02 03:14:33
732,684.0,0.1,91520,365588,2025-04-02 03:14:41
733,608.0,0.1,91584,365968,2025-04-02 03:14:49
734,1098.0,0.1,91840,366840,2025-04-02 03:15:06
735,651.0,0.1,91904,367176,2025-04-02 03:15:13
736,1359.0,0.1,92096,368020,2025-04-02 03:15:30
737,1096.0,0.1,92288,368756,2025-04-02 03:15:45
738,667.0,0.1,92352,369100,2025-04-02 03:15:52
739,2209.0,0.1,92608,370060,2025-04-02 03:16:12
740,298.0,0.1,92672,370180,2025-04-02 03:16:14
741,1617.0,0.1,92864,371000,2025-04-02 03:16:29
742,289.0,0.1,92864,371144,2025-04-02 03:16:32
743,230.0,0.1,92928,371288,2025-04-02 03:16:35
744,296.0,0.1,92928,371420,2025-04-02 03:16:37
745,720.0,0.1,93056,371708,2025-04-02 03:16:43
746,1236.0,0.1,93248,372472,2025-04-02 03:16:57
747,691.0,0.1,93312,372780,2025-04-02 03:17:04
748,669.0,0.1,93376,373080,2025-04-02 03:17:10
749,1139.0,0.1,93568,373744,2025-04-02 03:17:23
750,1940.0,0.1,93760,374672,2025-04-02 03:17:42
751,777.0,0.1,93952,375284,2025-04-02 03:17:55
752,896.0,0.1,94080,376028,2025-04-02 03:18:10
753,297.0,0.1,94144,376144,2025-04-02 03:18:13
754,637.0,0.1,94208,376472,2025-04-02 03:18:20
755,960.0,0.1,94400,377136,2025-04-02 03:18:33
756,1153.0,0.1,94528,377668,2025-04-02 03:18:44
757,645.0,0.1,94592,378044,2025-04-02 03:18:52
758,289.0,0.1,94656,378176,2025-04-02 03:18:55
759,672.0,0.1,94720,378468,2025-04-02 03:19:01
760,2208.0,0.1,94976,379492,2025-04-02 03:19:22
761,1088.0,0.1,95168,380168,2025-04-02 03:19:36
762,538.0,0.1,95296,380812,2025-04-02 03:19:49
763,813.0,0.1,95488,381424,2025-04-02 03:20:02
764,300.0,0.1,95488,381552,2025-04-02 03:20:04
765,606.0,0.1,95616,381956,2025-04-02 03:20:12
766,287.0,0.1,95616,382112,2025-04-02 03:20:16
767,913.0,0.1,95808,382732,2025-04-02 03:20:28
768,-1967.0,0.1,96384,385024,2025-04-02 03:21:16
769,962.0,0.1,96512,385660,2025-04-02 03:21:28
770,235.0,0.1,96576,385804,2025-04-02 03:21:30
771,657.0,0.1,96640,386212,2025-04-02 03:21:38
772,672.0,0.1,96768,386544,2025-04-02 03:21:44
773,913.0,0.1,96896,387152,2025-04-02 03:21:55
774,1564.0,0.1,97152,388096,2025-04-02 03:22:12
775,1191.0,0.1,97280,388752,2025-04-02 03:22:25
776,284.0,0.1,97344,388888,2025-04-02 03:22:27
777,683.0,0.1,97408,389316,2025-04-02 03:22:35
778,286.0,0.1,97472,389460,2025-04-02 03:22:38
779,250.0,0.1,97728,390504,2025-04-02 03:22:57
780,289.0,0.1,97792,390644,2025-04-02 03:23:00
781,1394.0,0.1,97920,391300,2025-04-02 03:23:12
782,1134.0,0.1,98112,392036,2025-04-02 03:23:26
783,720.0,0.1,98176,392336,2025-04-02 03:23:31
784,1095.0,0.1,98368,392984,2025-04-02 03:23:44
785,1092.0,0.1,98496,393560,2025-04-02 03:23:56
786,282.0,0.1,98496,393704,2025-04-02 03:23:59
787,1372.0,0.1,98752,394552,2025-04-02 03:24:16
788,535.0,0.1,99008,395528,2025-04-02 03:24:34
789,632.0,0.1,99072,395876,2025-04-02 03:24:41
790,-10.0,0.1,99328,396916,2025-04-02 03:25:01
791,284.0,0.1,99392,397060,2025-04-02 03:25:04
792,290.0,0.1,99392,397212,2025-04-02 03:25:07
793,1849.0,0.1,99648,398296,2025-04-02 03:25:27
794,1181.0,0.1,99840,399084,2025-04-02 03:25:42
795,232.0,0.1,99904,399228,2025-04-02 03:25:45
796,747.0,0.1,100032,399776,2025-04-02 03:25:56
797,661.0,0.1,100160,400156,2025-04-02 03:26:04
798,1748.0,0.1,100352,401040,2025-04-02 03:26:21
799,1465.0,0.1,100544,401884,2025-04-02 03:26:38
800,244.0,0.1,100608,402032,2025-04-02 03:26:41
801,1094.0,0.1,100736,402560,2025-04-02 03:26:51
802,235.0,0.1,100800,402700,2025-04-02 03:26:54
803,678.0,0.1,100864,403048,2025-04-02 03:27:01
804,297.0,0.1,100864,403172,2025-04-02 03:27:04
805,1436.0,0.1,101056,403948,2025-04-02 03:27:19
806,1360.0,0.1,101312,404892,2025-04-02 03:27:38
807,485.0,0.1,101568,405860,2025-04-02 03:27:57
808,245.0,0.1,101568,405984,2025-04-02 03:27:59
809,1380.0,0.1,101824,406884,2025-04-02 03:28:16
810,297.0,0.1,101824,407012,2025-04-02 03:28:19
811,1082.0,0.1,102080,407796,2025-04-02 03:28:34
812,1166.0,0.1,102208,408360,2025-04-02 03:28:46
813,865.0,0.1,102336,408940,2025-04-02 03:28:57
814,667.0,0.1,102400,409248,2025-04-02 03:29:03
815,677.0,0.1,102528,409644,2025-04-02 03:29:11
816,726.0,0.1,102592,410040,2025-04-02 03:29:20
817,664.0,0.1,102720,410400,2025-04-02 03:29:27
818,244.0,0.1,102720,410524,2025-04-02 03:29:29
819,1203.0,0.1,103040,411652,2025-04-02 03:29:52
820,684.0,0.1,103104,411980,2025-04-02 03:29:58
821,1392.0,0.1,103296,412696,2025-04-02 03:30:13
822,1519.0,0.1,103488,413532,2025-04-02 03:30:30
823,239.0,0.1,103552,413684,2025-04-02 03:30:33
824,243.0,0.1,103552,413812,2025-04-02 03:30:36
825,1364.0,0.1,103744,414692,2025-04-02 03:30:54
826,299.0,0.1,103808,414808,2025-04-02 03:30:56
827,1438.0,0.1,104000,415636,2025-04-02 03:31:13
828,660.0,0.1,104064,415916,2025-04-02 03:31:19
829,837.0,0.1,104256,416640,2025-04-02 03:31:34
830,251.0,0.1,104320,416756,2025-04-02 03:31:36
831,243.0,0.1,104320,416884,2025-04-02 03:31:39
832,657.0,0.1,104448,417292,2025-04-02 03:31:47
833,918.0,0.1,104576,417808,2025-04-02 03:31:58
834,658.0,0.1,104640,418208,2025-04-02 03:32:07
835,1587.0,0.1,104832,419004,2025-04-02 03:32:24
836,280.0,0.1,104896,419148,2025-04-02 03:32:28
837,250.0,0.1,104896,419272,2025-04-02 03:32:30
838,705.0,0.1,105024,419676,2025-04-02 03:32:39
839,701.0,0.1,105088,420004,2025-04-02 03:32:46
840,758.0,0.1,105216,420472,2025-04-02 03:32:55
841,865.0,0.1,105344,421044,2025-04-02 03:33:08
842,1492.0,0.1,105536,421764,2025-04-02 03:33:23
843,298.0,0.1,105600,421892,2025-04-02 03:33:26
844,683.0,0.1,105664,422216,2025-04-02 03:33:34
845,243.0,0.1,105664,422360,2025-04-02 03:33:37
846,2254.0,0.1,105920,423372,2025-04-02 03:33:58
847,1512.0,0.1,106176,424296,2025-04-02 03:34:17
848,682.0,0.1,106240,424620,2025-04-02 03:34:24
849,724.0,0.1,106368,424944,2025-04-02 03:34:31
850,1891.0,0.1,106560,425736,2025-04-02 03:34:47
851,669.0,0.1,106624,426032,2025-04-02 03:34:53
852,1414.0,0.1,106816,426784,2025-04-02 03:35:09
853,1479.0,0.1,107008,427732,2025-04-02 03:35:28
854,708.0,0.1,107136,428020,2025-04-02 03:35:34
855,1478.0,0.1,107328,428856,2025-04-02 03:35:51
856,1869.0,0.1,107584,429884,2025-04-02 03:36:12
857,300.0,0.1,107584,430024,2025-04-02 03:36:14
858,609.0,0.1,107712,430320,2025-04-02 03:36:20
859,914.0,0.1,107840,430900,2025-04-02 03:36:31
860,1524.0,0.1,108032,431796,2025-04-02 03:36:47
861,665.0,0.1,108224,432452,2025-04-02 03:37:00
862,290.0,0.1,108224,432576,2025-04-02 03:37:03
863,2648.0,0.1,108608,433940,2025-04-02 03:37:33
864,2089.0,0.1,108864,435128,2025-04-02 03:38:00
865,1186.0,0.1,109056,435788,2025-04-02 03:38:14
866,1533.0,0.1,109248,436552,2025-04-02 03:38:32
867,1444.0,0.1,109376,437208,2025-04-02 03:38:45
868,300.0,0.1,109440,437332,2025-04-02 03:38:48
869,689.0,0.1,109504,437620,2025-04-02 03:38:55
870,1450.0,0.1,109632,438248,2025-04-02 03:39:09
871,1435.0,0.1,109888,439084,2025-04-02 03:39:28
872,239.0,0.1,109888,439212,2025-04-02 03:39:31
873,702.0,0.1,109952,439516,2025-04-02 03:39:38
874,1437.0,0.1,110144,440268,2025-04-02 03:39:56
875,664.0,0.1,110208,440520,2025-04-02 03:40:01
876,594.0,0.1,110336,440976,2025-04-02 03:40:11
877,1570.0,0.1,110656,442264,2025-04-02 03:40:40
878,1490.0,0.1,110848,443000,2025-04-02 03:40:56
879,235.0,0.1,110912,443132,2025-04-02 03:40:59
880,1515.0,0.1,111104,443988,2025-04-02 03:41:19
881,1289.0,0.1,111424,445404,2025-04-02 03:41:50
882,1488.0,0.1,111616,446040,2025-04-02 03:42:03
883,1190.0,0.1,111744,446684,2025-04-02 03:42:17
884,653.0,0.1,111872,446972,2025-04-02 03:42:23
885,672.0,0.1,111936,447436,2025-04-02 03:42:34
886,289.0,0.1,112000,447572,2025-04-02 03:42:37
887,1182.0,0.1,112192,448276,2025-04-02 03:42:54
888,295.0,0.1,112192,448404,2025-04-02 03:42:57
889,302.0,0.1,112256,448528,2025-04-02 03:42:59
890,600.0,0.1,112320,448988,2025-04-02 03:43:10
891,296.0,0.1,112384,449104,2025-04-02 03:43:12
892,662.0,0.1,112448,449516,2025-04-02 03:43:21
893,623.0,0.1,112576,449868,2025-04-02 03:43:29
894,614.0,0.1,112640,450192,2025-04-02 03:43:35
895,719.0,0.1,112768,450660,2025-04-02 03:43:45
896,656.0,0.1,112960,451484,2025-04-02 03:44:07
897,883.0,0.1,113088,452064,2025-04-02 03:44:21
898,652.0,0.1,113216,452364,2025-04-02 03:44:28
899,289.0,0.1,113216,452520,2025-04-02 03:44:31
900,841.0,0.1,113344,452996,2025-04-02 03:44:42
901,1394.0,0.1,113536,453640,2025-04-02 03:44:56
902,1673.0,0.1,113664,454336,2025-04-02 03:45:12
903,1092.0,0.1,113856,454948,2025-04-02 03:45:26
904,615.0,0.1,113920,455232,2025-04-02 03:45:33
905,915.0,0.1,114048,455808,2025-04-02 03:45:46
906,1485.0,0.1,114304,456712,2025-04-02 03:46:09
907,687.0,0.1,114368,457032,2025-04-02 03:46:16
908,1141.0,0.1,114496,457688,2025-04-02 03:46:32
909,249.0,0.1,114560,457812,2025-04-02 03:46:36
910,780.0,0.1,114688,458300,2025-04-02 03:46:47
911,247.0,0.1,114688,458424,2025-04-02 03:46:50
912,229.0,0.1,114752,458572,2025-04-02 03:46:54
913,287.0,0.1,114752,458720,2025-04-02 03:46:57
914,236.0,0.1,114816,458852,2025-04-02 03:47:00
915,640.0,0.1,114944,459252,2025-04-02 03:47:10
916,287.0,0.1,114944,459384,2025-04-02 03:47:13
917,1058.0,0.1,115136,460096,2025-04-02 03:47:31
918,1098.0,0.1,115264,460616,2025-04-02 03:47:44
919,839.0,0.1,115392,461152,2025-04-02 03:47:57
920,660.0,0.1,115456,461412,2025-04-02 03:48:02
921,673.0,0.1,115520,461736,2025-04-02 03:48:10
922,903.0,0.1,115712,462552,2025-04-02 03:48:30
923,296.0,0.1,115776,462684,2025-04-02 03:48:33
924,714.0,0.1,115840,463068,2025-04-02 03:48:41
925,297.0,0.1,115904,463212,2025-04-02 03:48:46
926,705.0,0.1,115968,463552,2025-04-02 03:48:53
927,235.0,0.1,116032,463708,2025-04-02 03:48:57
928,1116.0,0.1,116160,464232,2025-04-02 03:49:10
929,670.0,0.1,116224,464528,2025-04-02 03:49:20
930,248.0,0.1,116288,464656,2025-04-02 03:49:23
931,1182.0,0.1,116416,465360,2025-04-02 03:49:39
932,295.0,0.1,116480,465488,2025-04-02 03:49:41
933,1144.0,0.1,116608,465972,2025-04-02 03:49:53
934,2250.0,0.1,116928,467232,2025-04-02 03:50:27
935,249.0,0.1,116928,467360,2025-04-02 03:50:30
936,2141.0,0.1,117184,468336,2025-04-02 03:50:55
937,1210.0,0.1,117376,468980,2025-04-02 03:51:11
938,1882.0,0.1,117568,469908,2025-04-02 03:51:35
939,1156.0,0.1,117696,470484,2025-04-02 03:51:49
940,241.0,0.1,117760,470624,2025-04-02 03:51:52
941,282.0,0.1,117760,470764,2025-04-02 03:51:56
942,246.0,0.1,117824,470900,2025-04-02 03:51:59
943,715.0,0.1,117952,471304,2025-04-02 03:52:11
944,297.0,0.1,117952,471420,2025-04-02 03:52:14
