Episode,Total Reward,Epsilon,Replay Buffer Size,Learn Step Counter,Times
945,601.0,0.1,118080,471804,2025-04-02 03:52:22
946,772.0,0.1,118208,472512,2025-04-02 03:52:44
947,660.0,0.1,118336,472868,2025-04-02 03:52:52
948,1120.0,0.1,118528,473776,2025-04-02 03:53:19
949,737.0,0.1,118656,474100,2025-04-02 03:53:26
950,1539.0,0.1,118784,474852,2025-04-02 03:53:47
951,914.0,0.1,118976,475440,2025-04-02 03:54:01
952,661.0,0.1,119040,475700,2025-04-02 03:54:08
953,1414.0,0.1,119296,476728,2025-04-02 03:54:38
954,295.0,0.1,119296,476868,2025-04-02 03:54:41
955,628.0,0.1,119424,477196,2025-04-02 03:54:50
956,295.0,0.1,119424,477316,2025-04-02 03:54:55
957,1471.0,0.1,119616,478080,2025-04-02 03:55:14
958,387.0,0.1,120000,479668,2025-04-02 03:56:01
959,659.0,0.1,120064,479948,2025-04-02 03:56:08
960,298.0,0.1,120128,480064,2025-04-02 03:56:12
961,1554.0,0.1,120320,480928,2025-04-02 03:56:34
962,247.0,0.1,120384,481068,2025-04-02 03:56:38
963,235.0,0.1,120384,481204,2025-04-02 03:56:45
964,297.0,0.1,120448,481344,2025-04-02 03:56:48
965,1660.0,0.1,120704,482328,2025-04-02 03:57:18
966,764.0,0.1,120832,482924,2025-04-02 03:57:37
967,1081.0,0.1,121024,483668,2025-04-02 03:57:56
968,1284.0,0.1,121216,484440,2025-04-02 03:58:21
969,1407.0,0.1,121408,485352,2025-04-02 03:58:46
970,241.0,0.1,121472,485496,2025-04-02 03:58:50
971,671.0,0.1,121536,485868,2025-04-02 03:59:01
972,252.0,0.1,121600,485996,2025-04-02 03:59:04
973,-684.0,0.1,122432,489408,2025-04-02 04:00:54
974,2001.0,0.1,122688,490368,2025-04-02 04:01:23
975,1131.0,0.1,122880,491168,2025-04-02 04:01:45
976,1012.0,0.1,123200,492340,2025-04-02 04:02:21
977,1198.0,0.1,123328,492836,2025-04-02 04:02:40
978,297.0,0.1,123328,492948,2025-04-02 04:02:44
979,1240.0,0.1,123520,493620,2025-04-02 04:03:07
980,1375.0,0.1,123712,494332,2025-04-02 04:03:28
981,1233.0,0.1,123904,495124,2025-04-02 04:03:53
982,5385.0,0.1,124288,496852,2025-04-02 04:04:49
983,233.0,0.1,124352,497012,2025-04-02 04:04:54
984,1133.0,0.1,124544,497760,2025-04-02 04:05:18
985,251.0,0.1,124544,497880,2025-04-02 04:05:22
986,871.0,0.1,124672,498400,2025-04-02 04:05:40
987,618.0,0.1,124800,498764,2025-04-02 04:05:53
988,1153.0,0.1,124928,499316,2025-04-02 04:06:14
989,2262.0,0.1,125184,500404,2025-04-02 04:06:46
990,293.0,0.1,125248,500540,2025-04-02 04:06:50
991,605.0,0.1,125312,500820,2025-04-02 04:07:02
992,290.0,0.1,125312,500948,2025-04-02 04:07:06
993,244.0,0.1,125376,501088,2025-04-02 04:07:10
994,1140.0,0.1,125568,501744,2025-04-02 04:07:32
995,621.0,0.1,125632,502084,2025-04-02 04:07:43
996,1285.0,0.1,125824,502768,2025-04-02 04:08:06
997,1190.0,0.1,125952,503348,2025-04-02 04:08:29
998,1063.0,0.1,126080,503936,2025-04-02 04:08:50
999,292.0,0.1,126144,504072,2025-04-02 04:08:55
1000,1048.0,0.1,126272,504704,2025-04-02 04:09:17
1001,1145.0,0.1,126400,505244,2025-04-02 04:09:36
1002,291.0,0.1,126464,505396,2025-04-02 04:09:40
1003,249.0,0.1,126464,505516,2025-04-02 04:09:44
1004,1032.0,0.1,126656,506288,2025-04-02 04:10:10
1005,1773.0,0.1,126848,507072,2025-04-02 04:10:36
1006,1530.0,0.1,127040,507804,2025-04-02 04:11:01
1007,1431.0,0.1,127296,508660,2025-04-02 04:11:28
1008,618.0,0.1,127360,508948,2025-04-02 04:11:37
1009,635.0,0.1,127424,509288,2025-04-02 04:11:49
1010,236.0,0.1,127488,509444,2025-04-02 04:11:54
1011,1093.0,0.1,127616,510076,2025-04-02 04:12:17
1012,916.0,0.1,127744,510624,2025-04-02 04:12:35
1013,298.0,0.1,127808,510736,2025-04-02 04:12:39
1014,865.0,0.1,127936,511308,2025-04-02 04:12:59
1015,1145.0,0.1,128064,511864,2025-04-02 04:13:18
1016,302.0,0.1,128064,511980,2025-04-02 04:13:24
1017,683.0,0.1,128192,512292,2025-04-02 04:13:34
1018,296.0,0.1,128192,512436,2025-04-02 04:13:39
1019,1502.0,0.1,128384,513076,2025-04-02 04:14:01
1020,685.0,0.1,128448,513432,2025-04-02 04:14:16
1021,1226.0,0.15,64,0,2025-04-02 14:31:52
1022,2415.0,0.15,192,0,2025-04-02 14:31:53
1023,200.0,0.15,256,64,2025-04-02 14:31:56
1024,139.0,0.15,256,196,2025-04-02 14:32:01
1025,580.0,0.15,384,560,2025-04-02 14:32:12
1026,864.0,0.15,512,1160,2025-04-02 14:32:31
1027,609.0,0.15,576,1440,2025-04-02 14:32:39
1028,1535.0,0.15,768,2252,2025-04-02 14:33:05
1029,2448.0,0.15,192,0,2025-04-02 14:33:58
1030,565.0,0.15,256,140,2025-04-02 14:34:04
1031,1272.0,0.15,384,712,2025-04-02 14:34:23
1032,1283.0,0.15,576,1292,2025-04-02 14:34:41
1033,538.0,0.15,704,1884,2025-04-02 14:35:00
1034,1711.0,0.15,960,2928,2025-04-02 14:35:34
1035,-1747.0,0.15,1408,4736,2025-04-02 14:36:39
1036,200.0,0.15,1408,4848,2025-04-02 14:36:44
1037,555.0,0.15,1536,5112,2025-04-02 14:36:53
1038,197.0,0.15,1536,5224,2025-04-02 14:36:57
1039,2549.0,0.15,1792,6236,2025-04-02 14:37:35
1040,756.0,0.15,1984,7028,2025-04-02 14:38:00
1041,201.0,0.15,1984,7140,2025-04-02 14:38:04
1042,1581.0,0.15,2240,8028,2025-04-02 14:38:34
1043,742.0,0.15,2368,8512,2025-04-02 14:38:50
1044,513.0,0.15,2624,9528,2025-04-02 14:39:24
1045,1484.0,0.15,2752,10188,2025-04-02 14:39:46
1046,201.0,0.15,2816,10316,2025-04-02 14:39:51
1047,1138.0,0.15,2944,10972,2025-04-02 14:40:13
1048,512.0,0.15,3008,11236,2025-04-02 14:40:21
1049,149.0,0.15,3072,11356,2025-04-02 14:40:25
1050,570.0,0.15,3136,11640,2025-04-02 14:40:35
1051,508.0,0.15,3200,11920,2025-04-02 14:40:44
1052,1537.0,0.15,3392,12540,2025-04-02 14:41:04
1053,199.0,0.15,3392,12656,2025-04-02 14:41:08
1054,563.0,0.15,3456,12968,2025-04-02 14:41:18
1055,579.0,0.15,3584,13304,2025-04-02 14:41:29
1056,189.0,0.15,3584,13436,2025-04-02 14:41:33
1057,538.0,0.15,3648,13796,2025-04-02 14:41:45
1058,1194.0,0.15,3840,14372,2025-04-02 14:42:04
1059,152.0,0.15,3840,14500,2025-04-02 14:42:08
1060,1720.0,0.15,4096,15412,2025-04-02 14:42:38
1061,569.0,0.15,4160,15700,2025-04-02 14:42:47
1062,149.0,0.15,4160,15808,2025-04-02 14:42:51
1063,142.0,0.15,4224,15932,2025-04-02 14:42:55
1064,569.0,0.15,4288,16192,2025-04-02 14:43:03
1065,567.0,0.15,4352,16476,2025-04-02 14:43:13
1066,622.0,0.15,4416,16756,2025-04-02 14:43:23
1067,200.0,0.15,4416,16880,2025-04-02 14:43:27
1068,1117.0,0.15,4672,17844,2025-04-02 14:43:58
1069,143.0,0.15,4736,17988,2025-04-02 14:44:03
1070,189.0,0.15,4736,18112,2025-04-02 14:44:07
1071,1851.0,0.15,4992,18968,2025-04-02 14:44:34
1072,1157.0,0.15,5120,19680,2025-04-02 14:44:57
1073,196.0,0.15,5184,19796,2025-04-02 14:45:01
1074,150.0,0.15,5184,19912,2025-04-02 14:45:05
1075,144.0,0.15,5248,20036,2025-04-02 14:45:09
1076,200.0,0.15,5248,20152,2025-04-02 14:45:13
1077,1240.0,0.15,5440,20764,2025-04-02 14:45:33
1078,195.0,0.15,5440,20892,2025-04-02 14:45:37
1079,136.0,0.15,5504,21032,2025-04-02 14:45:41
1080,567.0,0.15,5568,21436,2025-04-02 14:45:54
1081,810.0,0.15,5696,21884,2025-04-02 14:46:09
1082,591.0,0.15,5824,22424,2025-04-02 14:46:26
1083,147.0,0.15,5888,22544,2025-04-02 14:46:30
1084,575.0,0.15,5952,22880,2025-04-02 14:46:41
1085,575.0,0.15,6016,23200,2025-04-02 14:46:51
1086,-1099.0,0.15,6592,25500,2025-04-02 14:48:06
1087,556.0,0.15,6720,25916,2025-04-02 14:48:20
1088,1295.0,0.15,6848,26476,2025-04-02 14:48:38
1089,816.0,0.15,6976,27036,2025-04-02 14:48:56
1090,133.0,0.15,7040,27180,2025-04-02 14:49:01
1091,601.0,0.15,7104,27500,2025-04-02 14:49:12
1092,200.0,0.15,7104,27616,2025-04-02 14:49:15
1093,521.0,0.15,7232,28044,2025-04-02 14:49:29
1094,135.0,0.15,7296,28176,2025-04-02 14:49:34
1095,703.0,0.15,7424,28736,2025-04-02 14:49:52
1096,560.0,0.15,7488,29004,2025-04-02 14:50:01
1097,179.0,0.15,7488,29148,2025-04-02 14:50:05
1098,1233.0,0.15,7744,29944,2025-04-02 14:50:31
1099,184.0,0.15,7744,30080,2025-04-02 14:50:36
1100,590.0,0.15,7808,30368,2025-04-02 14:50:45
1101,198.0,0.15,7872,30476,2025-04-02 14:50:49
1102,197.0,0.15,7872,30588,2025-04-02 14:50:52
1103,581.0,0.15,7936,30892,2025-04-02 14:51:02
1104,-125.0,0.15,8256,32192,2025-04-02 14:51:44
1105,148.0,0.15,8320,32320,2025-04-02 14:51:48
1106,1244.0,0.15,8448,32884,2025-04-02 14:52:07
1107,1727.0,0.15,8640,33720,2025-04-02 14:52:33
1108,511.0,0.15,8704,33960,2025-04-02 14:52:41
1109,193.0,0.15,8768,34088,2025-04-02 14:52:46
1110,150.0,0.15,8768,34204,2025-04-02 14:52:49
1111,1102.0,0.15,9024,35168,2025-04-02 14:53:20
1112,567.0,0.15,9088,35460,2025-04-02 14:53:30
1113,200.0,0.15,9152,35580,2025-04-02 14:53:34
1114,201.0,0.15,9152,35700,2025-04-02 14:53:38
1115,1148.0,0.15,9280,36256,2025-04-02 14:53:56
1116,578.0,0.15,9344,36568,2025-04-02 14:54:06
1117,587.0,0.15,9472,36856,2025-04-02 14:54:15
1118,1970.0,0.15,9728,38016,2025-04-02 14:54:53
1119,1304.0,0.15,9856,38640,2025-04-02 14:55:14
1120,602.0,0.15,9984,38944,2025-04-02 14:55:24
1121,807.0,0.15,10112,39664,2025-04-02 14:55:47
1122,556.0,0.15,10176,39916,2025-04-02 14:55:56
1123,135.0,0.15,10240,40048,2025-04-02 14:56:00
1124,1434.0,0.15,10432,40920,2025-04-02 14:56:29
1125,748.0,0.15,10560,41444,2025-04-02 14:56:46
1126,-1527.0,0.15,11136,43692,2025-04-02 14:57:58
1127,1240.0,0.15,11328,44312,2025-04-02 14:58:18
1128,192.0,0.15,11328,44452,2025-04-02 14:58:23
1129,-3545.0,0.15,12160,47624,2025-04-02 15:00:06
1130,1411.0,0.15,12352,48528,2025-04-02 15:00:39
1131,556.0,0.15,12416,48792,2025-04-02 15:00:49
1132,153.0,0.15,12480,48908,2025-04-02 15:00:53
1133,807.0,0.15,12608,49540,2025-04-02 15:01:15
1134,544.0,0.15,12736,50020,2025-04-02 15:01:31
1135,797.0,0.15,12864,50492,2025-04-02 15:01:47
1136,134.0,0.15,12864,50628,2025-04-02 15:01:51
1137,1332.0,0.15,13056,51440,2025-04-02 15:02:19
1138,556.0,0.15,13184,51740,2025-04-02 15:02:29
1139,908.0,0.15,13312,52440,2025-04-02 15:02:52
1140,193.0,0.15,13376,52560,2025-04-02 15:02:56
1141,2358.0,0.15,13696,53764,2025-04-02 15:03:34
1142,-2729.0,0.15,14400,56668,2025-04-02 15:05:14
1143,580.0,0.15,14464,56940,2025-04-02 15:05:24
1144,577.0,0.15,14528,57256,2025-04-02 15:05:34
1145,301.0,0.15,14976,58916,2025-04-02 15:06:31
1146,1108.0,0.15,15232,60016,2025-04-02 15:07:09
1147,-927.0,0.15,15808,62448,2025-04-02 15:08:35
1148,560.0,0.15,15872,62708,2025-04-02 15:08:45
1149,574.0,0.15,16000,63052,2025-04-02 15:08:57
1150,554.0,0.15,16064,63348,2025-04-02 15:09:08
1151,196.0,0.15,16064,63472,2025-04-02 15:09:12
1152,778.0,0.15,16256,64064,2025-04-02 15:09:33
1153,201.0,0.15,16256,64176,2025-04-02 15:09:37
1154,1212.0,0.15,16448,64776,2025-04-02 15:09:58
1155,583.0,0.15,16512,65128,2025-04-02 15:10:10
1156,1489.0,0.15,16704,65904,2025-04-02 15:10:37
1157,187.0,0.15,16704,66032,2025-04-02 15:10:42
1158,196.0,0.15,16768,66152,2025-04-02 15:10:46
1159,721.0,0.15,16896,66720,2025-04-02 15:11:06
1160,1195.0,0.15,17024,67236,2025-04-02 15:11:24
1161,201.0,0.15,17088,67352,2025-04-02 15:11:28
1162,566.0,0.15,17152,67664,2025-04-02 15:11:39
1163,145.0,0.15,17152,67800,2025-04-02 15:11:44
1164,181.0,0.15,17216,67940,2025-04-02 15:11:49
1165,1683.0,0.15,17536,69112,2025-04-02 15:12:31
1166,620.0,0.15,17600,69508,2025-04-02 15:12:45
1167,602.0,0.15,17664,69812,2025-04-02 15:12:55
1168,202.0,0.15,17728,69920,2025-04-02 15:12:59
1169,145.0,0.15,17728,70036,2025-04-02 15:13:03
1170,560.0,0.15,17792,70284,2025-04-02 15:13:12
1171,196.0,0.15,17856,70392,2025-04-02 15:13:16
1172,1755.0,0.15,18048,71380,2025-04-02 15:13:51
1173,149.0,0.15,18112,71492,2025-04-02 15:13:55
1174,1205.0,0.15,18240,72000,2025-04-02 15:14:13
1175,200.0,0.15,18240,72116,2025-04-02 15:14:17
1176,-369.0,0.15,18624,73556,2025-04-02 15:15:08
1177,613.0,0.15,18688,73872,2025-04-02 15:15:19
1178,590.0,0.15,18816,74416,2025-04-02 15:15:38
1179,571.0,0.15,18944,74764,2025-04-02 15:15:51
1180,509.0,0.15,19008,75040,2025-04-02 15:16:00
1181,1127.0,0.15,19264,76084,2025-04-02 15:16:37
1182,195.0,0.15,19264,76196,2025-04-02 15:16:41
1183,1444.0,0.15,19456,76840,2025-04-02 15:17:04
1184,1498.0,0.15,19712,77912,2025-04-02 15:17:42
1185,194.0,0.15,19712,78052,2025-04-02 15:17:48
1186,540.0,0.15,19904,78612,2025-04-02 15:18:08
1187,728.0,0.15,20032,79208,2025-04-02 15:18:29
1188,1129.0,0.15,20288,80296,2025-04-02 15:19:07
1189,603.0,0.15,20352,80592,2025-04-02 15:19:18
1190,567.0,0.15,20480,80936,2025-04-02 15:19:30
1191,1290.0,0.15,20608,81604,2025-04-02 15:19:53
1192,747.0,0.15,20864,82648,2025-04-02 15:20:30
1193,1493.0,0.15,21056,83320,2025-04-02 15:20:54
1194,580.0,0.15,21120,83644,2025-04-02 15:21:06
1195,688.0,0.15,21312,84308,2025-04-02 15:21:29
1196,577.0,0.15,21376,84576,2025-04-02 15:21:38
1197,-621.0,0.15,21760,86204,2025-04-02 15:22:35
1198,616.0,0.15,21888,86556,2025-04-02 15:22:47
1199,805.0,0.15,22080,87316,2025-04-02 15:23:13
1200,-153.0,0.15,22464,89052,2025-04-02 15:24:15
1201,46.0,0.15,22720,89992,2025-04-02 15:24:48
1202,1588.0,0.15,22912,90760,2025-04-02 15:25:16
1203,136.0,0.15,22976,90912,2025-04-02 15:25:21
1204,189.0,0.15,22976,91064,2025-04-02 15:25:26
1205,140.0,0.15,23040,91192,2025-04-02 15:25:31
1206,549.0,0.15,23104,91556,2025-04-02 15:25:44
1207,813.0,0.15,23232,92024,2025-04-02 15:26:01
1208,146.0,0.15,23232,92140,2025-04-02 15:26:05
1209,476.0,0.15,23424,92776,2025-04-02 15:26:27
1210,199.0,0.15,23424,92904,2025-04-02 15:26:32
1211,751.0,0.15,23552,93376,2025-04-02 15:26:48
1212,1341.0,0.15,23744,94020,2025-04-02 15:27:10
1213,538.0,0.15,23808,94324,2025-04-02 15:27:21
1214,-5542.0,0.15,24704,97836,2025-04-02 15:29:25
1215,704.0,0.15,24832,98304,2025-04-02 15:29:41
1216,627.0,0.15,24896,98628,2025-04-02 15:29:53
1217,176.0,0.15,25088,99472,2025-04-02 15:30:22
1218,138.0,0.15,25152,99612,2025-04-02 15:30:27
1219,145.0,0.15,25152,99740,2025-04-02 15:30:31
1220,505.0,0.15,25280,100124,2025-04-02 15:30:45
1221,196.0,0.15,25280,100236,2025-04-02 15:30:49
1222,686.0,0.15,25344,100564,2025-04-02 15:31:00
1223,604.0,0.15,25472,100968,2025-04-02 15:31:15
1224,558.0,0.15,25536,101328,2025-04-02 15:31:27
1225,1189.0,0.15,25728,101992,2025-04-02 15:31:50
1226,1621.0,0.15,25920,102728,2025-04-02 15:32:16
1227,531.0,0.15,25984,103064,2025-04-02 15:32:28
1228,588.0,0.15,26048,103396,2025-04-02 15:32:39
1229,511.0,0.15,26112,103660,2025-04-02 15:32:48
Early stopping at episode 1229: Reward not improving (best avg: 2448.0, current avg: 516.25)1230,721.0,0.3,0,0,2025-04-02 17:00:13
1231,2907.0,0.3,128,0,2025-04-02 17:00:14
1232,657.0,0.22134143173727644,320,608,2025-04-02 17:00:38
1233,1972.0,0.15,512,2360,2025-04-02 17:01:48
1234,99.0,0.15,576,2632,2025-04-02 17:01:56
1235,464.0,0.15,640,3296,2025-04-02 17:02:17
1236,451.0,0.15,704,3968,2025-04-02 17:02:39
1237,97.0,0.15,768,4184,2025-04-02 17:02:46
1238,884.0,0.15,1024,6440,2025-04-02 17:03:56
1239,453.0,0.15,1088,7056,2025-04-02 17:04:15
1240,76.0,0.15,1152,7376,2025-04-02 17:04:25
1241,715.0,0.15,1280,8520,2025-04-02 17:05:01
1242,1726.0,0.15,1472,10208,2025-04-02 17:05:56
1243,43.0,0.15,1536,10472,2025-04-02 17:06:04
1244,575.0,0.15,1600,11224,2025-04-02 17:06:28
1245,103.0,0.15,1664,11448,2025-04-02 17:06:36
1246,1441.0,0.15,1856,12896,2025-04-02 17:07:22
1247,458.0,0.15,1920,13464,2025-04-02 17:07:40
1248,455.0,0.15,1984,14288,2025-04-02 17:08:06
1249,346.0,0.15,2240,16048,2025-04-02 17:09:03
1250,563.0,0.15,2304,16784,2025-04-02 17:09:26
1251,5751.0,0.15,2752,20136,2025-04-02 17:11:14
1252,50.0,0.15,2752,20368,2025-04-02 17:11:22
1253,458.0,0.15,2816,20952,2025-04-02 17:11:40
1254,41.0,0.15,2880,21232,2025-04-02 17:11:49
1255,457.0,0.15,3008,22032,2025-04-02 17:12:14
1256,1793.0,0.15,3200,23688,2025-04-02 17:13:07
1257,2167.0,0.15,3520,26368,2025-04-02 17:14:32
1258,2017.0,0.3,1,0,2025-04-02 17:15:32
1259,2195.0,0.3,1,0,2025-04-02 17:15:35
1260,567.0,0.3,1,0,2025-04-02 17:15:36
1261,97.0,0.3,1,0,2025-04-02 17:15:36
1262,1076.0,0.3,1,0,2025-04-02 17:15:39
1263,1187.0,0.3,1,0,2025-04-02 17:15:41
1264,2271.0,0.3,1,0,2025-04-02 17:15:44
1265,1561.0,0.3,1,0,2025-04-02 17:15:46
1266,35.0,0.3,1,0,2025-04-02 17:15:46
1267,1147.0,0.3,1,0,2025-04-02 17:15:48
1268,453.0,0.3,1,0,2025-04-02 17:15:50
1269,97.0,0.3,1,0,2025-04-02 17:15:50
1270,1472.0,0.3,1,0,2025-04-02 17:15:52
1271,1941.0,0.3,64,0,2025-04-02 17:19:22
1272,518.0,0.3,128,0,2025-04-02 17:19:23
1273,98.0,0.3,192,0,2025-04-02 17:19:23
1274,1154.0,0.2204576138519276,320,616,2025-04-02 17:19:44
1275,1824.0,0.15,512,2200,2025-04-02 17:20:37
1276,100.0,0.15,512,2432,2025-04-02 17:20:44
1277,413.0,0.15,576,2976,2025-04-02 17:21:02
1278,523.0,0.15,704,3672,2025-04-02 17:21:26
1279,1188.0,0.15,832,5024,2025-04-02 17:22:12
1280,2022.0,0.15,1024,6144,2025-04-02 17:22:51
1281,668.0,0.15,1152,7168,2025-04-02 17:23:24
1282,412.0,0.15,1216,7736,2025-04-02 17:23:42
1283,457.0,0.15,1280,8336,2025-04-02 17:24:03
1284,1096.0,0.15,1408,9512,2025-04-02 17:24:43
1285,1185.0,0.15,1600,11056,2025-04-02 17:25:35
1286,670.0,0.15,1728,12112,2025-04-02 17:26:12
1287,450.0,0.15,1856,12792,2025-04-02 17:26:35
1288,1308.0,0.15,1984,14152,2025-04-02 17:27:22
1289,451.0,0.15,2112,14848,2025-04-02 17:27:46
1290,448.0,0.15,2496,18024,2025-04-02 17:29:37
1291,1217.0,0.15,2752,20168,2025-04-02 17:30:53
1292,412.0,0.15,2816,20728,2025-04-02 17:31:13
1293,1196.0,0.15,2944,21960,2025-04-02 17:31:57
1294,49.0,0.15,3008,22176,2025-04-02 17:32:04
1295,1246.0,0.15,3136,23120,2025-04-02 17:32:38
1296,1319.0,0.15,3392,25448,2025-04-02 17:34:01
1297,437.0,0.15,3456,26088,2025-04-02 17:34:24
1298,102.0,0.15,3520,26304,2025-04-02 17:34:32
1299,1145.0,0.15,3712,27744,2025-04-02 17:35:23
1300,1147.0,0.15,3840,28824,2025-04-02 17:36:02
1301,411.0,0.15,3904,29320,2025-04-02 17:36:20
1302,101.0,0.15,3904,29552,2025-04-02 17:36:28
1303,504.0,0.15,3968,30112,2025-04-02 17:36:48
1304,1486.0,0.15,4160,31320,2025-04-02 17:37:31
1305,669.0,0.15,4288,32584,2025-04-02 17:38:17
1306,99.0,0.15,4352,32800,2025-04-02 17:38:24
1307,39.0,0.15,4352,33072,2025-04-02 17:38:34
1308,3735.0,0.15,4608,35152,2025-04-02 17:39:48
1309,453.0,0.15,4672,35688,2025-04-02 17:40:08
1310,1390.0,0.15,4864,37112,2025-04-02 17:40:59
1311,-524.0,0.15,5184,39880,2025-04-02 17:42:38
1312,460.0,0.15,5312,40432,2025-04-02 17:42:57
1313,1144.0,0.15,5440,41536,2025-04-02 17:43:37
1314,717.0,0.15,5568,42600,2025-04-02 17:44:15
1315,1208.0,0.15,5760,44024,2025-04-02 17:45:02
1316,478.0,0.15,5824,44640,2025-04-02 17:45:23
1317,99.0,0.15,5824,44880,2025-04-02 17:45:32
1318,401.0,0.15,5888,45472,2025-04-02 17:45:52
1319,100.0,0.15,5952,45704,2025-04-02 17:46:00
1320,501.0,0.15,6016,46344,2025-04-02 17:46:21
1321,1827.0,0.15,6272,48240,2025-04-02 17:47:25
1322,503.0,0.15,6336,48808,2025-04-02 17:47:43
1323,421.0,0.15,6400,49432,2025-04-02 17:48:04
1324,24.0,0.15,6464,49744,2025-04-02 17:48:15
1325,1206.0,0.15,6656,51608,2025-04-02 17:49:18
1326,-157.0,0.15,7168,55352,2025-04-02 17:51:26
1327,538.0,0.15,7296,56544,2025-04-02 17:52:07
1328,667.0,0.15,7424,57760,2025-04-02 17:52:49
1329,1440.0,0.15,7616,59088,2025-04-02 17:53:35
1330,1927.0,0.15,7936,61872,2025-04-02 17:55:11
1331,1581.0,0.15,8192,63704,2025-04-02 17:56:14
1332,-310.0,0.15,8512,66480,2025-04-02 17:57:50
1333,533.0,0.15,8640,67208,2025-04-02 17:58:15
1334,412.0,0.15,8704,67880,2025-04-02 17:58:38
1335,401.0,0.15,8832,68896,2025-04-02 17:59:13
1336,99.0,0.15,8896,69128,2025-04-02 17:59:21
1337,1212.0,0.15,9024,70376,2025-04-02 18:00:05
1338,502.0,0.15,9088,70992,2025-04-02 18:00:26
1339,523.0,0.15,9216,71704,2025-04-02 18:00:50
1340,1130.0,0.15,9408,73392,2025-04-02 18:01:48
1341,512.0,0.15,9472,74200,2025-04-02 18:02:16
1342,33.0,0.15,9536,74472,2025-04-02 18:02:25
1343,1087.0,0.15,9728,75848,2025-04-02 18:03:12
1344,87.0,0.15,9728,76120,2025-04-02 18:03:21
1345,33.0,0.15,9792,76392,2025-04-02 18:03:31
1346,-526.0,0.15,10176,79784,2025-04-02 18:05:34
1347,694.0,0.15,10304,80784,2025-04-02 18:06:08
1348,474.0,0.15,10432,81520,2025-04-02 18:06:33
1349,1236.0,0.15,10624,82992,2025-04-02 18:07:25
1350,-2011.0,0.15,11520,90472,2025-04-02 18:11:49
1351,526.0,0.15,11712,91784,2025-04-02 18:12:36
1352,84.0,0.15,11712,92056,2025-04-02 18:12:46
1353,433.0,0.15,11840,92672,2025-04-02 18:13:08
1354,39.0,0.15,11840,92920,2025-04-02 18:13:17
1355,664.0,0.15,11968,94144,2025-04-02 18:14:01
1356,100.0,0.15,12032,94408,2025-04-02 18:14:10
1357,468.0,0.15,12096,95000,2025-04-02 18:14:32
1358,506.0,0.15,12160,95560,2025-04-02 18:14:52
1359,87.0,0.15,12224,95824,2025-04-02 18:15:01
1360,1107.0,0.15,12352,96880,2025-04-02 18:15:37
1361,1370.0,0.15,12544,98448,2025-04-02 18:16:27
1362,1998.0,0.15,12864,100856,2025-04-02 18:17:54
1363,502.0,0.15,12928,101464,2025-04-02 18:18:15
1364,469.0,0.15,12992,102136,2025-04-02 18:18:39
1365,1488.0,0.15,13184,103584,2025-04-02 18:19:31
1366,1466.0,0.15,13376,105080,2025-04-02 18:20:23
1367,175.0,0.15,13888,109328,2025-04-02 18:22:51
1368,1768.0,0.15,14144,111280,2025-04-02 18:23:59
1369,647.0,0.15,14272,112248,2025-04-02 18:24:33
1370,715.0,0.15,14400,113368,2025-04-02 18:25:13
1371,35.0,0.15,14464,113656,2025-04-02 18:25:23
1372,2167.0,0.15,14656,115568,2025-04-02 18:26:32
1373,37.0,0.15,14720,115824,2025-04-02 18:26:41
1374,1483.0,0.15,14912,117344,2025-04-02 18:27:36
1375,590.0,0.15,15040,118448,2025-04-02 18:28:16
1376,1142.0,0.15,15168,119536,2025-04-02 18:28:55
1377,85.0,0.15,15232,119832,2025-04-02 18:29:05
1378,93.0,0.15,15232,120056,2025-04-02 18:29:13
1379,2188.0,0.15,15488,122184,2025-04-02 18:30:28
1380,41.0,0.15,15552,122440,2025-04-02 18:30:37
1381,456.0,0.15,15616,123216,2025-04-02 18:31:05
1382,615.0,0.15,15744,124336,2025-04-02 18:31:44
1383,655.0,0.15,16064,126944,2025-04-02 18:33:15
1384,34.0,0.15,16128,127216,2025-04-02 18:33:24
1385,1147.0,0.15,16256,128216,2025-04-02 18:33:58
1386,1088.0,0.15,16448,129560,2025-04-02 18:34:45
1387,1845.0,0.15,16704,131584,2025-04-02 18:35:56
1388,1544.0,0.15,16896,133528,2025-04-02 18:37:04
1389,1147.0,0.15,17152,135272,2025-04-02 18:38:04
1390,45.0,0.15,17152,135512,2025-04-02 18:38:13
1391,1142.0,0.15,17280,136632,2025-04-02 18:38:52
1392,1547.0,0.15,17472,137936,2025-04-02 18:39:38
1393,491.0,0.15,17600,139008,2025-04-02 18:40:15
1394,51.0,0.15,17600,139240,2025-04-02 18:40:24
1395,408.0,0.15,17664,139744,2025-04-02 18:40:42
1396,95.0,0.15,17728,139984,2025-04-02 18:40:51
1397,1134.0,0.15,17920,141592,2025-04-02 18:41:48
1398,95.0,0.15,17984,141840,2025-04-02 18:41:56
1399,1641.0,0.15,18240,144240,2025-04-02 18:43:20
1400,50.0,0.15,18304,144480,2025-04-02 18:43:28
1401,502.0,0.15,18368,145080,2025-04-02 18:43:49
1402,504.0,0.15,18432,145624,2025-04-02 18:44:08
1403,484.0,0.15,18496,146256,2025-04-02 18:44:30
1404,35.0,0.15,18560,146512,2025-04-02 18:44:38
1405,487.0,0.15,18688,147728,2025-04-02 18:45:20
1406,1531.0,0.15,18880,149392,2025-04-02 18:46:17
